subj,trial,condition,target,fb_true,respond,error,trial_duration,fb_time,fb,conf,fb_offset,viewAmount
Test_26,148,FB,-43.6227,67.48209,99.1538,55.5311,16.9,6.408333333,-32.08628,0.4470007,-99.56837,0
Test_26,149,FB,-88.7818,247.0798,147.159349,58.377549,21.94166667,8.058333333,-1.811248,0.9459943,-248.891048,0
Test_26,150,FB,-335.420011,117.2991,392.72357,57.303559,39.375,15.00833333,8.768384,0.9219946,-108.530716,0
Test_26,151,FB,221.43553,335.3904,-265.65137,44.21584,37.21666667,13.53333333,-21.48539,0.7779964,-356.87579,0
Test_26,152,FB,100.41448,129.6677,-172.0012,71.58672,21.01666667,8.625,61.77001,0.4320009,-67.89769,0
Test_26,153,FB,-178.1361,257.1188,253.99333,75.85723,32.44166667,12.31666667,10.00971,0.8489955,-247.10909,0
Test_26,154,FB,-57.900811,168.5526,140.6503,82.749489,22.16666667,6.5,38.92032,0.656998,-129.63228,0
Test_26,155,FB,334.2241,38.09167,-372.06183,37.83773,41.025,20.31666667,57.17972,0.9029948,19.08805,0
Test_26,156,FB,-189.7349,225.7534,253.8897,64.1548,26.7,10.85,-1.701151,0.9269945,-227.454551,0
Test_26,157,FB,-185.3886,80.46819,220.3017,34.9131,24.53333333,10.20833333,-32.83252,0.9439943,-113.30071,0
Test_26,158,FB,155.1877,280.6463,-180.4682,25.2805,25.83333333,13.06666667,9.632886,0.9719939,-271.013414,0
Test_26,159,FB,170.4162,97.41158,-206.664486,36.248286,30.85833333,15.375,18.14848,0.9709939,-79.2631,0
Test_26,160,FB,272.60771,279.8547,-340.5469,67.93919,33.975,13.66666667,4.69406,0.8669953,-275.16064,0
Test_26,161,FB,235.05148,65.84483,-271.07532,36.02384,30.59166667,14.025,-1.969369,0.6169985,-67.814199,0
Test_26,162,FB,-206.3822,249.9656,257.548,51.1658,26,11.4,-1.346218,0.8709952,-251.311818,0
Test_26,163,FB,-89.5112,140.8992,166.61544,77.10424,19.275,7.608333333,15.59257,0.8929949,-125.30663,0
Test_26,164,FB,273.9129,355.6381,-328.84,54.9271,29.95833333,13.48333333,0,0.8769951,-355.6381,0
Test_26,165,FB,-307.8141,155.641,343.5752,35.7611,34.48333333,17.45,-2.183101,0.9029948,-157.824101,0
Test_26,166,FB,165.79372,6.630215,-206.2015,40.40778,23.11666667,9.633333333,17.14738,0.9149947,10.517165,0
Test_26,167,FB,287.2434,180.9019,-343.0323,55.7889,34.53333333,15.51666667,10.05454,0.9319944,-170.84736,0
Test_26,168,FB,-344.0468,334.1003,381.9843,37.9375,36.13333333,16.76666667,16.01423,0.8939949,-318.08607,0
Test_26,169,FB,-325.4759,197.8309,357.5549,32.079,37.86666667,17.54166667,-13.01289,0.5819989,-210.84379,0
Test_26,170,FB,-239.90257,49.19208,292.07733,52.17476,31.175,13.60833333,-9.274499,0.7119973,-58.466579,0
Test_26,171,FB,-140.5637,252.4744,212.262703,71.699003,25.45833333,9.916666667,6.875828,0.8209959,-245.598572,0
Test_26,172,FB,248.392428,115.3962,-276.3033,27.910872,30.4,14.36666667,22.22972,0.3930014,-93.16648,0
Test_26,173,FB,187.124849,279.0401,-213.1281,26.003251,29.94166667,16.49166667,2.062978,0.9489942,-276.977122,0
Test_26,174,FB,-137.601061,108.3621,198.82539,61.224329,24.15833333,8.341666667,-12.05439,0.8809951,-120.41649,0
Test_26,175,FB,-146.03976,329.1884,193.48342,47.44366,25.65833333,13.98333333,-14.87224,0.8699952,-344.06064,0
Test_26,176,FB,-257.66494,193.7527,318.1084,60.44346,34.25833333,16.20833333,2.330628,0.8209959,-191.422072,0
Test_26,177,FB,-152.211253,71.4157,240.0233,87.812047,31.225,9.733333333,0,0.885995,-71.4157,0
Test_26,178,FB,-115.4786,345.7979,174.57569,59.09709,22.38333333,9.275,7.644628,0.9589941,-338.153272,0
Test_26,179,FB,154.1892,184.9217,-218.7287,64.5395,29.51666667,10.85,-18.1208,0.7389969,-203.0425,0
Test_26,180,FB,136.1988,354.6224,-187.50474,51.30594,40.24166667,11.95833333,-13.13223,0.7479968,-367.75463,0
Test_26,181,FB,71.60274,8.882535,-137.17607,65.57333,17.875,7.883333333,-1.872143,1,-10.754678,0
Test_26,182,FB,289.911078,184.8372,-367.4048,77.493722,41.1,15.65,-18.51876,0.9249945,-203.35596,0
Test_26,183,FB,-325.36794,269.4446,372.18184,46.8139,36.925,15.1,-26.33164,0.9229946,-295.77624,0
Test_26,184,FB,31.39426,181.3934,-78.42611,47.03185,14.65,5.291666667,-1.155897,1,-182.549297,0
Test_26,185,FB,-253.06203,314.3616,316.2718,63.20977,33.675,14.55,-36.98811,0.9539942,-351.34971,0
Test_26,186,FB,-251.9928,219.7968,299.9445,47.9517,32,14.35833333,7.012192,0.9399943,-212.784608,0
Test_26,187,FB,73.1166,75.70965,-108.0283,34.9117,16.86666667,8.616666667,27.19633,0.9619941,-48.51332,0
Test_26,188,FB,-95.90595,218.3399,153.91859,58.01264,19.8,7.441666667,-22.55093,0.6209984,-240.89083,0
Test_26,189,FB,-220.6047,121.3538,255.097,34.4923,24.23333333,11.23333333,37.0695,0.5589992,-84.2843,0
Test_26,190,FB,-152.87754,347.7772,200.40262,47.52508,35.69166667,11.325,0,0.9029948,-347.7772,0
Test_26,191,noFB,130.93616,195.3112,-191.21757,60.28141,26.44166667,26.44166667,0,0.9179946,-195.3112,0
Test_26,192,noFB,-215.60419,352.6523,241.23647,25.63228,27.76666667,27.76666667,0,0.9199946,-352.6523,0
Test_26,193,noFB,-8.2289,202.3187,59.8829,51.654,18.51666667,18.51666667,0,0.9579941,-202.3187,0
Test_26,194,noFB,288.6734,13.17505,-340.5815,51.9081,40.58333333,40.58333333,0,0.501,-13.17505,0
Test_26,195,noFB,324.1954,179.879,-352.0882,27.8928,36.59166667,36.59166667,0,0.9009948,-179.879,0
Test_26,196,noFB,-356.043,33.88535,413.2261,57.1831,40.475,40.475,0,0.9289945,-33.88535,0
Test_26,197,noFB,-21.181,245.4353,96.7443,75.5633,14.025,14.025,0,0.9879937,-245.4353,0
Test_26,198,noFB,118.16605,98.22613,-163.1797,45.01365,21.20833333,21.20833333,0,0.9379944,-98.22613,0
Test_26,199,noFB,-18.8026,250.2442,95.3764,76.5738,13.88333333,13.88333333,0,0.9009948,-250.2442,0
Test_26,200,noFB,-166.1172,116.9915,222.55477,56.43757,24.425,24.425,0,0.9039948,-116.9915,0
Test_27,1,noFB,72.54379,254.659,-98.53969,25.9959,38.04416667,38.04416667,0,0.7469968,-254.659,0
Test_27,2,noFB,322.2345,65.42716,-292.11213,-30.12237,89.4145,89.4145,0,0.426001,-65.42716,0
Test_27,3,noFB,-181.69622,294.3494,164.20861,-17.48761,60.085,60.085,0,0.7789964,-294.3494,0
Test_27,4,noFB,253.59256,105.9668,-221.9171,-31.67546,63.03333333,63.03333333,0,0.6369982,-105.9668,0
Test_27,5,noFB,-128.5759,327.2462,132.85651,4.28061,47.1175,47.1175,0,0.6419982,-327.2462,0
Test_27,6,noFB,169.36365,148.1684,-153.00459,-16.35906,51.005,51.005,0,0.6029987,-148.1684,0
Test_27,7,noFB,-143.67989,346.7672,135.69735,-7.98254,49.05833333,49.05833333,0,0.5329996,-346.7672,0
Test_27,8,noFB,-251.44496,149.6498,241.84365,-9.60131,77.94916667,77.94916667,0,0.4510006,-149.6498,0
Test_27,9,noFB,-85.75713,304.1044,83.62142,-2.13571,31.47583333,31.47583333,0,0.7369969,-304.1044,0
Test_27,10,noFB,-209.87815,112.5767,183.1539,-26.72425,53.615,53.615,0,0.6479981,-112.5767,0
Test_27,11,FB,-2.0619,254.0051,19.935,17.8731,32.40666667,1.03,11.53635,1,-242.46875,0
Test_27,12,FB,167.8703,77.72175,-187.483,19.6127,78.48416667,28.2375,-23.8037,0.9169946,-101.52545,0
Test_27,13,FB,20.960974,260.6987,-51.11667,30.155696,63.12333333,5.839166667,66.48369,0.8459955,-194.21501,0
Test_27,14,FB,79.89165,60.8918,-105.93788,26.04623,42.85916667,16.675,-13.58698,0.9059948,-74.47878,0
Test_27,15,FB,-91.185,216.8331,116.7467,25.5617,55.90583333,12.9725,29.24215,0.7809964,-187.59095,0
Test_27,16,FB,13.9744,54.25524,-14.0587,0.0843,23.05833333,5.019166667,20.4312,1,-33.82404,0
Test_27,17,FB,264.1921,242.4348,-273.4595,9.2674,91.7275,38.79083333,-1.910431,0.7979962,-244.345231,0
Test_27,18,FB,358.0556,53.5407,-388.9956,30.94,96.45083333,42.67916667,-17.73273,0.8339957,-71.27343,0
Test_27,19,FB,-289.733223,198.24,275.874075,-13.859148,71.4575,32.59416667,-2.336057,0.7759964,-200.576057,0
Test_27,20,FB,-341.1619,1.75098,281.217,-59.9449,60.07416667,32.13083333,22.5824,0.810996,20.83142,0
Test_27,21,FB,-109.55346,73.49802,119.94178,10.38832,40.3575,16.5775,13.44964,0.7159972,-60.04838,0
Test_27,22,FB,113.2993,251.8087,-146.7232,33.4239,49.51916667,19.35,-9.437331,0.6449981,-261.246031,0
Test_27,23,FB,-64.5236,51.79744,89.67317,25.14957,36.00666667,9.916666667,12.87424,1,-38.9232,0
Test_27,24,FB,-273.0436,238.5203,275.9227,2.8791,97.2825,33.23583333,42.6104,0.3520019,-195.9099,0
Test_27,25,FB,-73.65691,54.41791,115.90759,42.25068,49.5325,13.16166667,21.025,0.5529993,-33.39291,0
Test_27,26,FB,-301.9801,258.3957,283.2471,-18.733,73.965,38.70833333,-32.63152,0.7789964,-291.02722,0
Test_27,27,FB,157.9955,45.74829,-158.8527,0.8572,45.8175,21.29416667,5.333201,0.9499942,-40.415089,0
Test_27,28,FB,163.6502,225.5431,-164.8104,1.1602,48.88166667,21.0375,17.94384,0.7779964,-207.59926,0
Test_27,29,FB,18.4156,61.38284,-29.0246,10.609,16.47583333,4.633333333,9.485836,1,-51.897004,0
Test_27,30,FB,323.5151,239.4811,-306.8039,-16.7112,77.75916667,31.77,0,0.341002,-239.4811,0
Test_27,31,FB,5.0425,95.82928,-61.3519,56.3094,54.62083333,3.995,-26.54365,0.6819977,-122.37293,0
Test_27,32,FB,131.1417,241.9531,-139.1035,7.9618,40.17083333,17.22333333,0,0.7699965,-241.9531,0
Test_27,33,FB,-159.8671,51.38885,202.1133,42.2462,49.33666667,16.29833333,0,0.652998,-51.38885,0
Test_27,34,FB,25.3684,264.7862,-39.7227,14.3543,26.47916667,10.1975,14.21383,0.8569954,-250.57237,0
Test_27,35,FB,-265.0081,85.38334,272.5418,7.5337,63.69,26.95416667,-21.8687,0.6959975,-107.25204,0
Test_27,36,FB,-267.1366,248.1872,279.4224,12.2858,55.90916667,23.7925,23.0208,0.7589967,-225.1664,0
Test_27,37,FB,254.99391,63.35742,-276.62448,21.63057,56.84166667,23.46583333,-5.807729,0.651998,-69.165149,0
Test_27,38,FB,-222.702,224.0753,230.3394,7.6374,48.40166667,21.20916667,33.87464,0.7129973,-190.20066,0
Test_27,39,FB,236.35658,41.15914,-262.01354,25.65696,52.29833333,21.8525,-9.488865,0.4710004,-50.648005,0
Test_27,40,FB,238.0149,221.3332,-222.5634,-15.4515,44.71416667,20.74416667,19.33205,0.6749977,-202.00115,0
Test_27,41,FB,-130.0347,167.3788,170.6721,40.6374,37.49166667,16.21666667,21.4982,0.6429982,-145.8806,0
Test_27,42,FB,-304.6156,6.159352,292.488,-12.1276,70.65833333,27.075,-18.30377,0.5239997,-24.463122,0
Test_27,43,FB,-269.2634,162.7392,253.6007,-15.6627,49.13333333,24.275,-28.91034,0.6619979,-191.64954,0
Test_27,44,FB,-145.12445,319.0703,178.01084,32.88639,47.275,16.66666667,10.02946,0.7419969,-309.04084,0
Test_27,45,FB,-294.5144,156.5708,285.0863,-9.4281,63.06666667,29.73333333,-18.78995,0.7469968,-175.36075,0
Test_27,46,FB,123.0258,312.6481,-139.89033,16.86453,42.4,22.59166667,17.81346,0.7509968,-294.83464,0
Test_27,47,FB,197.36736,139.6083,-211.76809,14.40073,60.425,25.45833333,52.10725,0.5039999,-87.50105,0
Test_27,48,FB,-21.0947,323.1791,59.5889,38.4942,26.38333333,3.808333333,-18.38485,0.4510006,-341.56395,0
Test_27,49,FB,-217.75151,156.4662,232.49416,14.74265,50.43333333,24.71666667,-53.9224,0.5239997,-210.3886,0
Test_27,50,FB,0.4678,336.668,-0.0862,0.3816,5.283333333,5.283333333,-17.84804,1,-354.51604,0
Test_27,51,FB,-6.2468,153.0736,64.3848,58.138,32.01666667,9.55,19.82421,0.6699978,-133.24939,0
Test_27,52,FB,218.3493,352.4542,-235.8249,17.4756,47.675,20.61666667,0,0.8259958,-352.4542,0
Test_27,53,FB,-274.8309,164.0075,246.8649,-27.966,53.66666667,27.85833333,-20.86681,0.7539967,-184.87431,0
Test_27,54,FB,-151.89121,311.4295,165.9532,14.06199,39.13333333,16.58333333,-24.14546,0.5369995,-335.57496,0
Test_27,55,FB,250.4758,130.7417,-253.8818,3.406,71.06666667,23.80833333,65.07853,0.3530019,-65.66317,0
Test_27,56,FB,99.796,321.4543,-142.0055,42.2095,38.675,11.49166667,43.85028,0.4960001,-277.60402,0
Test_27,57,FB,-174.73124,120.2509,198.73423,24.00299,42.65833333,18.525,4.595379,0.6279984,-115.655521,0
Test_27,58,FB,-189.18112,313.2919,208.92826,19.74714,55.79166667,20.15833333,3.402782,0.5709991,-309.889118,0
Test_27,59,FB,139.03729,142.5506,-201.79722,62.75993,43.83333333,16.59166667,-7.571901,0.6779977,-150.122501,0
Test_27,60,FB,-300.42624,285.5744,282.06863,-18.35761,55.06666667,24.63333333,-21.39515,0.6869976,-306.96955,0
Test_27,61,FB,-121.4677,207.4659,152.3497,30.882,38.225,19.83333333,28.28223,0.7489968,-179.18367,0
Test_27,62,FB,-322.6438,36.72218,321.943,-0.7008,92.175,41.28333333,-19.03498,0.4490007,-55.75716,0
Test_27,63,FB,267.5062,215.6156,-299.5488,32.0426,70.86666667,31.91666667,-64.33334,0.348002,-279.94894,0
Test_27,64,FB,17.3619,11.01117,-62.674,45.3121,21.94166667,4.358333333,-33.28993,0.9139947,-44.3011,0
Test_27,65,FB,-198.88622,163.3378,210.93137,12.04515,48.58333333,22.85,-17.60366,0.6169985,-180.94146,0
Test_27,66,FB,-348.6143,350.0004,379.5406,30.9263,66.24166667,31.11666667,30.97359,0.5879989,-319.02681,0
Test_27,67,FB,344.3442,180.234,-359.3081,14.9639,78.825,40.04166667,-31.86664,0.4430007,-212.10064,0
Test_27,68,FB,331.047,357.2664,-368.278,37.231,71.60833333,32.3,-22.74671,0.6879976,-380.01311,0
Test_27,69,FB,-331.7046,145.6973,365.2948,33.5902,70.025,32.19166667,-0.5549593,0.5329996,-146.2522593,0
Test_27,70,FB,-128.0786,339.524,171.9929,43.9143,36.825,15.93333333,0,0.6409982,-339.524,0
Test_27,71,FB,332.2618,182.3561,-363.9144,31.6526,71.25,29.79166667,-2.913667,0.4180011,-185.269767,0
Test_27,72,FB,68.4071,346.5251,-91.5041,23.097,24.875,9.541666667,26.42045,0.5269997,-320.10465,0
Test_27,73,FB,195.1893,167.8073,-250.8078,55.6185,50.43333333,22.88333333,-27.58827,0.5,-195.39557,0
Test_27,74,FB,113.5905,315.3421,-147.9409,34.3504,31.65,14.625,18.50382,0.6129985,-296.83828,0
Test_27,75,FB,122.9669,126.6997,-146.5606,23.5937,40.875,22.95833333,27.47005,0.5979987,-99.22965,0
Test_27,76,FB,-305.183,302.4957,342.5487,37.3657,58.81666667,26.35,-9.081115,0.6799977,-311.576815,0
Test_27,77,FB,-2.7208,143.52,38.8923,36.1715,23.00833333,1.208333333,3.477935,0.9109947,-140.042065,0
Test_27,78,FB,-343.8835,323.9043,377.3286,33.4451,58.35833333,26.85833333,51.48394,0.3100024,-272.42036,0
Test_27,79,FB,110.351596,168.0131,-132.07645,21.724854,25.05833333,8.8,17.955,0.6219984,-150.0581,0
Test_27,80,FB,141.63788,345.5219,-206.4081,64.77022,36.8,13.69166667,-42.26274,0.6219984,-387.78464,0
Test_27,81,FB,134.13955,159.1225,-180.87559,46.73604,35.5,14.45,-34.1856,0.7029974,-193.3081,0
Test_27,82,FB,-178.84785,312.0858,199.29365,20.4458,42.53333333,20.525,-47.8047,0.5909988,-359.8905,0
Test_27,83,FB,176.08657,141.6264,-200.83291,24.74634,55.125,24.4,105.8681,0.4760003,-35.7583,0
Test_27,84,FB,174.74839,310.9743,-220.24574,45.49735,52.99166667,19.35,-52.36964,0.5819989,-363.34394,0
Test_27,85,FB,266.48137,100.5413,-312.4453,45.96393,63.44166667,31.525,-14.90762,0.7159972,-115.44892,0
Test_27,86,FB,-179.1218,246.1451,184.6511,5.5293,42.25,21.53333333,-24.84365,0.6789977,-270.98875,0
Test_27,87,FB,238.67983,71.83884,-279.30979,40.62996,67.99166667,28.01666667,-26.29846,0.5069999,-98.1373,0
Test_27,88,FB,105.8879,217.5873,-124.0653,18.1774,40.15833333,16.49166667,-0.7825356,0.578999,-218.3698356,0
Test_27,89,FB,-338.6759,39.56421,346.977,8.3011,76.325,37.45833333,16.67057,0.6369982,-22.89364,0
Test_27,90,FB,-144.0249,209.6478,172.5096,28.4847,51.50833333,20.09166667,-16.9581,0.5279996,-226.6059,0
Test_27,91,FB,-152.3052,38.77324,178.1493,25.8441,43.775,18.89166667,-8.301848,0.5929988,-47.075088,0
Test_27,92,FB,200.7296,227.3826,-205.3336,4.604,66.6,32.35833333,0,0.3810015,-227.3826,0
Test_27,93,FB,-196.5295,58.37616,213.3022,16.7727,51.7,24.20833333,4.77347,0.656998,-53.60269,0
Test_27,94,FB,-257.3249,244.817,283.1608,25.8359,63.075,30.41666667,0,0.6399982,-244.817,0
Test_27,95,FB,-309.4342,67.42999,308.212,-1.2222,60.4,32.59166667,-29.14285,0.4700004,-96.57284,0
Test_27,96,FB,-355.2935,234.4994,377.5594,22.2659,71.21666667,33.425,0,0.6859976,-234.4994,0
Test_27,97,FB,-29.1507,56.71309,63.90561,34.75491,38.875,17.1,0,0.8429956,-56.71309,0
Test_27,98,FB,310.70763,234.4953,-355.7519,45.04427,71.50833333,28.85,-9.86671,0.5909988,-244.36201,0
Test_27,99,FB,-141.3209,32.11663,156.9442,15.6233,34.15833333,15.75,-28.72784,0.7239971,-60.84447,0
Test_27,100,FB,10.808,205.7431,-51.7951,40.9871,22.25833333,2.05,19.61364,0.966994,-186.12946,0
Test_27,101,FB,46.7362,83.97508,-91.7417,45.0055,20.71666667,5.483333333,-12.57698,0.7469968,-96.55206,0
Test_27,102,FB,-155.4932,243.6325,207.5929,52.0997,39.30833333,15.48333333,20.38788,0.6039987,-223.24462,0
Test_27,103,FB,76.3044,86.70751,-106.086,29.7816,23.55833333,8.75,-0.8380833,0.6729978,-87.5455933,0
Test_27,104,FB,131.5541,260.7142,-160.1239,28.5698,37.66666667,17.59166667,-18.03306,0.6189985,-278.74726,0
Test_27,105,FB,-165.3449,67.98976,188.406,23.0611,48.08333333,19.73333333,-15.21758,0.6909975,-83.20734,0
Test_27,106,FB,-332.4885,248.8698,347.5707,15.0822,78.44166667,42.21666667,-30.7883,0.7599967,-279.6581,0
Test_27,107,FB,-189.8001,61.72845,246.8332,57.0331,60.04166667,25.49166667,-10.08053,0.7519968,-71.80898,0
Test_27,108,FB,-276.6398,278.7052,299.4494,22.8096,62.525,30.325,29.66947,0.6629979,-249.03573,0
Test_27,109,FB,325.3075,102.3562,-324.1301,-1.1774,72.98333333,33.15,17.99432,0.7399969,-84.36188,0
Test_27,110,FB,77.7656,303.5121,-123.2967,45.5311,32.35833333,13.06666667,-22.98283,0.6779977,-326.49493,0
Test_27,111,FB,-257.5253,101.6113,283.8918,26.3665,60.15,30.46666667,-41.61372,0.6639979,-143.22502,0
Test_27,112,FB,124.7327,288.3763,-141.5291,16.7964,41.23333333,21.95,59.32621,0.4820002,-229.05009,0
Test_27,113,FB,132.6336,111.0996,-168.4456,35.812,43.09166667,20.56666667,-2.907279,0.5669991,-114.006879,0
Test_27,114,FB,147.2773,278.2818,-180.5342,33.2569,36.525,15.01666667,25.81659,0.6409982,-252.46521,0
Test_27,115,FB,8.0936,87.17139,-48.5804,40.4868,22.925,2.616666667,-0.7411366,0.964994,-87.9125266,0
Test_27,116,FB,-138.39179,278.2989,185.01175,46.61996,46.325,20.6,8.446733,0.6609979,-269.852167,0
Test_27,117,FB,-292.7903,121.2132,301.7298,8.9395,65.86666667,31.16666667,-8.259976,0.6479981,-129.473176,0
Test_27,118,FB,-299.8766,300.2032,326.3082,26.4316,63.35833333,28.8,-23.72128,0.3900014,-323.92448,0
Test_27,119,FB,175.7186,127.9272,-215.05229,39.33369,51.88333333,28.06666667,8.790171,0.5589992,-119.137029,0
Test_27,120,FB,-352.117,281.8097,359.5606,7.4436,56.65,23.98333333,-2.769344,0.7139972,-284.579044,0
Test_27,121,FB,-215.6655,236.9315,242.94711,27.28161,43.74166667,19.45833333,3.592632,0.6689978,-233.338868,0
Test_27,122,FB,-330.6688,58.02519,331.5741,0.9053,70.20833333,37.40833333,-16.48306,0.577999,-74.50825,0
Test_27,123,FB,-99.526,223.91,148.358,48.832,32.06666667,14.20833333,13.64304,0.7799964,-210.26696,0
Test_27,124,FB,280.0452,71.33638,-325.0531,45.0079,77.98333333,40.6,-7.744572,0.3790016,-79.080952,0
Test_27,125,FB,144.0135,231.9878,-204.0543,60.0408,44.025,19.84166667,-33.36051,0.573999,-265.34831,0
Test_27,126,FB,318.437,18.75265,-325.0859,6.6489,54.225,22.79166667,18.15999,0.6909975,-0.59266,0
Test_27,127,FB,-112.0218,216.4007,170.9668,58.945,30.55,13.625,-12.64182,0.9419943,-229.04252,0
Test_27,128,FB,-121.0058,64.35409,184.8070291,63.8012291,36.83333333,10.55833333,0,0.7239971,-64.35409,0
Test_27,129,FB,-140.69,267.017,179.67886,38.98886,30.41666667,12.98333333,-10.42514,0.7699965,-277.44214,0
Test_27,130,FB,252.15589,99.16012,-296.8613,44.70541,58.64166667,29.825,-2.063802,0.580999,-101.223922,0
Test_27,131,FB,272.1113,264.6887,-319.2776,47.1663,62.34166667,29.33333333,0,0.6409982,-264.6887,0
Test_27,132,FB,83.25593,54.9826,-116.80142,33.54549,25.40833333,9.958333333,10.97923,0.7729965,-44.00337,0
Test_27,133,FB,103.89808,229.6038,-167.76738,63.8693,39.10833333,17.45833333,-32.32743,0.5,-261.93123,0
Test_27,134,FB,49.2927,18.37359,-73.9596,24.6669,20.85,6.233333333,27.55138,0.7449968,9.17779,0
Test_27,135,FB,135.56153,212.9245,-174.95224,39.39071,38.19166667,15.925,0,0.5599992,-212.9245,0
Test_27,136,FB,289.8783,15.57324,-329.6716,39.7933,60.175,26.66666667,-18.354,0.7039974,-33.92724,0
Test_27,137,FB,306.9026,176.9384,-334.3817,27.4791,56.13333333,23.65,1.175829,0.7099973,-175.762571,0
Test_27,138,FB,-89.7263,349.5045,125.7294,36.0031,21.3,8.391666667,0,0.7059973,-349.5045,0
Test_27,139,FB,285.9944,181.5909,-365.6103,79.6159,74.74166667,38.04166667,4.962693,0.3960013,-176.628207,0
Test_27,140,FB,311.832786,310.715,-342.70715,30.874364,54.05833333,25.875,9.135066,0.5429994,-301.579934,0
Test_27,141,FB,347.21785,327.8414,-371.74645,24.5286,62.91666667,29.81666667,-7.159825,0.6089986,-335.001225,0
Test_27,142,FB,-57.359674,158.1669,89.19861,31.838936,16.18333333,5.216666667,-12.05224,0.6269984,-170.21914,0
Test_27,143,FB,268.1557,340.7191,-276.436166,8.280466,53.15,28.94166667,20.65094,0.6599979,-320.06816,0
Test_27,144,FB,-140.85045,181.9118,213.6646,72.81415,42.25833333,16.125,61.64411,0.4530006,-120.26769,0
Test_27,145,FB,323.2583,48.33813,-376.1076,52.8493,66.575,27.59166667,-1.160398,0.6419982,-49.498528,0
Test_27,146,FB,-321.3762,197.3848,401.3904,80.0142,71.225,27.35833333,22.45726,0.731997,-174.92754,0
Test_27,147,FB,105.5703,74.38153,-141.2646,35.6943,26.9,11.025,28.2433,0.7869963,-46.13823,0
Test_27,148,FB,-219.5674,264.8933,280.2722,60.7048,48.40833333,18.71666667,13.68473,0.5699991,-251.20857,0
Test_27,149,FB,-127.14602,119.3449,172.04665,44.90063,29.98333333,11.30833333,0,0.5049999,-119.3449,0
Test_27,150,FB,204.84435,302.2237,-259.61584,54.77149,40.34166667,14.925,8.339955,0.6769977,-293.883745,0
Test_27,151,FB,300.3958,99.74238,-332.0565,31.6607,56.06666667,24.81666667,1.786335,0.6069986,-97.956045,0
Test_27,152,FB,120.1833,273.8187,-170.5152,50.3319,36.14166667,11.625,0,0.7109973,-273.8187,0
Test_27,153,FB,227.79343,87.39709,-261.17052,33.37709,53.35833333,22.31666667,0,0.5869989,-87.39709,0
Test_27,154,FB,-188.2807,245.7524,207.1526,18.8719,40.775,19.54166667,-11.41873,0.6969975,-257.17113,0
Test_27,155,FB,-92.74356,77.79015,126.33826,33.5947,20.50833333,7.425,-2.325771,0.8279958,-80.115921,0
Test_27,156,FB,-350.8823,271.7413,355.6044,4.7221,63.50833333,30.06666667,45.97818,0.7229971,-225.76312,0
Test_27,157,FB,18.987,94.19332,-77.2496,58.2626,24.075,5.108333333,-38.84134,0.8319957,-133.03466,0
Test_27,158,FB,-158.372128,258.5943,192.6996,34.327472,38.95833333,18.16666667,-12.16514,0.7079973,-270.75944,0
Test_27,159,FB,160.2962,88.40572,-184.438,24.1418,37.86666667,18.89166667,9.446776,0.6009987,-78.958944,0
Test_27,160,FB,0.9604,264.8494,0.3325,1.2929,5.383333333,5.383333333,-12.21653,1,-277.06593,0
Test_27,161,FB,-154.9496,226.86,173.8544,18.9048,32.99166667,15.875,-25.78483,0.651998,-252.64483,0
Test_27,162,FB,-82.3199,37.59847,117.5647,35.2448,21.225,7.266666667,0,0.6729978,-37.59847,0
Test_27,163,FB,143.39283,233.1593,-183.0611,39.66827,40.95,20.79166667,3.1343,0.731997,-230.025,0
Test_27,164,FB,114.05503,48.73693,-140.15856,26.10353,45.41666667,26.475,29.73987,0.6289983,-18.99706,0
Test_27,165,FB,-238.98555,229.2892,232.62361,-6.36194,47.80833333,26.575,-49.84008,0.5369995,-279.12928,0
Test_27,166,FB,-250.89688,22.90231,296.54003,45.64315,63.13333333,26.86666667,32.26692,0.4020013,9.36461,0
Test_27,167,FB,298.194,224.6545,-340.5936,42.3996,65.91666667,31.21666667,0,0.6839976,-224.6545,0
Test_27,168,FB,-60.447,25.25543,90.0714,29.6244,20.74166667,5.941666667,-40.45011,0.9299945,-65.70554,0
Test_27,169,FB,-339.7422,214.6954,375.796,36.0538,57.15833333,26.025,0,0.5389995,-214.6954,0
Test_27,170,FB,70.23308,40.09041,-147.20996,76.97688,28.15833333,8.891666667,-17.54758,0.6099986,-57.63799,0
Test_27,171,FB,-195.77196,180.302,204.23281,8.46085,32.15,15.15833333,-15.84928,0.578999,-196.15128,0
Test_27,172,FB,-347.5784,347.9421,367.1603,19.5819,55.61666667,24.83333333,-24.52143,0.6219984,-372.46353,0
Test_27,173,FB,250.261,168.282,-307.9243,57.6633,51.73333333,22.40833333,0,0.5,-168.282,0
Test_27,174,FB,96.1542,321.3327,-140.8034,44.6492,29.425,14.55,8.809455,0.8739952,-312.523245,0
Test_27,175,FB,3.6498,136.0586,-33.1693,29.5195,19.60833333,0.75,22.41615,0.9860002,-113.64245,0
Test_27,176,FB,135.455131,324.2799,-187.55602,52.100889,36.74166667,14.175,-8.755658,0.6459981,-333.035558,0
Test_27,177,FB,177.36136,112.9826,-239.18419,61.82283,67.325,38.175,-23.21078,0.4310009,-136.19338,0
Test_27,178,FB,118.6739,256.586,-184.0944,65.4205,33.14166667,12.05833333,10.21633,0.7209972,-246.36967,0
